investor_id,days_gap,churn_risk_status
INV003149,77.0,At-Risk
INV003150,176.0,At-Risk
INV003151,146.0,At-Risk
INV003153,156.0,At-Risk
INV003154,238.0,At-Risk
INV003155,,Active
INV003156,,Active
INV003157,188.0,At-Risk
INV003158,138.0,At-Risk
INV003159,170.0,At-Risk
INV003160,324.0,At-Risk
INV003161,118.0,At-Risk
INV003162,,Active
INV003163,,Active
INV003164,255.0,At-Risk
INV003165,243.0,At-Risk
INV003166,223.0,At-Risk
INV003167,160.0,At-Risk
INV003168,189.0,At-Risk
INV003169,178.0,At-Risk
INV003171,86.0,At-Risk
INV003172,,Active
INV003173,217.0,At-Risk
INV003174,21.0,Active
INV003175,,Active
INV003176,153.0,At-Risk
INV003177,,Active
INV003178,84.0,At-Risk
INV003179,151.0,At-Risk
INV003180,,Active
INV003181,242.0,At-Risk
INV003182,202.0,At-Risk
INV003183,132.0,At-Risk
INV003184,206.0,At-Risk
INV003185,116.0,At-Risk
INV003186,,Active
INV003187,244.0,At-Risk
INV003188,293.0,At-Risk
INV003189,198.0,At-Risk
INV003190,218.0,At-Risk
INV003191,138.0,At-Risk
INV003192,145.0,At-Risk
INV003193,294.0,At-Risk
INV003194,186.0,At-Risk
INV003195,68.0,At-Risk
INV003196,319.0,At-Risk
INV003197,8.0,Active
INV003198,287.0,At-Risk
INV003199,,Active
INV003200,148.0,At-Risk
INV003201,200.0,At-Risk
INV003202,139.0,At-Risk
INV003203,45.0,At-Risk
INV003204,55.0,At-Risk
INV003205,111.0,At-Risk
INV003206,278.0,At-Risk
INV003207,113.0,At-Risk
INV003208,298.0,At-Risk
INV003209,120.0,At-Risk
INV003210,112.0,At-Risk
INV003211,104.0,At-Risk
INV003212,272.0,At-Risk
INV003213,335.0,At-Risk
INV003214,170.0,At-Risk
INV003215,105.0,At-Risk
INV003216,352.0,At-Risk
INV003217,,Active
INV003218,199.0,At-Risk
INV003219,86.0,At-Risk
INV003220,103.0,At-Risk
INV003221,99.0,At-Risk
INV003222,190.0,At-Risk
INV003223,331.0,At-Risk
INV003224,152.0,At-Risk
INV003225,199.0,At-Risk
INV003226,209.0,At-Risk
INV003227,233.0,At-Risk
INV003228,256.0,At-Risk
INV003229,,Active
INV003230,251.0,At-Risk
INV003231,253.0,At-Risk
INV003232,225.0,At-Risk
INV003233,169.0,At-Risk
INV003234,188.0,At-Risk
INV003235,292.0,At-Risk
INV003236,115.0,At-Risk
INV003237,195.0,At-Risk
INV003238,193.0,At-Risk
INV003239,261.0,At-Risk
INV003240,258.0,At-Risk
INV003241,23.0,Active
INV003242,159.0,At-Risk
INV003243,141.0,At-Risk
INV003244,167.0,At-Risk
INV003245,140.0,At-Risk
INV003246,205.0,At-Risk
INV003247,206.0,At-Risk
INV003248,234.0,At-Risk
INV003249,286.0,At-Risk
INV003250,236.0,At-Risk
INV003251,,Active
INV003252,192.0,At-Risk
INV003253,212.0,At-Risk
INV003254,86.0,At-Risk
INV003255,,Active
INV003256,90.0,At-Risk
INV003257,139.0,At-Risk
INV003258,130.0,At-Risk
INV003259,166.0,At-Risk
INV003260,247.0,At-Risk
INV003261,271.0,At-Risk
INV003262,162.0,At-Risk
INV003263,259.0,At-Risk
INV003264,182.0,At-Risk
INV003265,166.0,At-Risk
INV003267,197.0,At-Risk
INV003269,116.0,At-Risk
INV003270,37.0,At-Risk
INV003271,157.0,At-Risk
INV003272,188.0,At-Risk
INV003273,134.0,At-Risk
INV003274,,Active
INV003275,429.0,At-Risk
INV003276,171.0,At-Risk
INV003277,192.0,At-Risk
INV003278,,Active
INV003279,147.0,At-Risk
INV003280,113.0,At-Risk
INV003281,,Active
INV003282,175.0,At-Risk
INV003283,208.0,At-Risk
INV003284,,Active
INV003285,121.0,At-Risk
INV003286,,Active
INV003287,154.0,At-Risk
INV003288,225.0,At-Risk
INV003289,183.0,At-Risk
INV003290,,Active
INV003291,183.0,At-Risk
INV003292,38.0,At-Risk
INV003293,,Active
INV003294,120.0,At-Risk
INV003295,202.0,At-Risk
INV003296,152.0,At-Risk
INV003297,161.0,At-Risk
INV003298,182.0,At-Risk
INV003299,,Active
INV003300,219.0,At-Risk
INV003301,113.0,At-Risk
INV003302,144.0,At-Risk
INV003303,251.0,At-Risk
INV003304,180.0,At-Risk
INV003305,112.0,At-Risk
INV003306,427.0,At-Risk
INV003307,320.0,At-Risk
INV003308,141.0,At-Risk
INV003309,176.0,At-Risk
INV003310,154.0,At-Risk
INV003311,149.0,At-Risk
INV003312,482.0,At-Risk
INV003313,35.0,Active
INV003314,210.0,At-Risk
INV003315,358.0,At-Risk
INV003316,73.0,At-Risk
INV003317,71.0,At-Risk
INV003318,,Active
INV003319,266.0,At-Risk
INV003320,192.0,At-Risk
INV003321,207.0,At-Risk
INV003322,337.0,At-Risk
INV003324,469.0,At-Risk
INV003325,155.0,At-Risk
INV003326,335.0,At-Risk
INV003328,241.0,At-Risk
INV003329,230.0,At-Risk
INV003330,229.0,At-Risk
INV003331,310.0,At-Risk
INV003332,134.0,At-Risk
INV003333,,Active
INV003334,26.0,Active
INV003335,258.0,At-Risk
INV003336,133.0,At-Risk
INV003337,117.0,At-Risk
INV003338,155.0,At-Risk
INV003339,,Active
INV003340,295.0,At-Risk
INV003341,101.0,At-Risk
INV003342,147.0,At-Risk
INV003343,189.0,At-Risk
INV003344,190.0,At-Risk
INV003345,209.0,At-Risk
INV003346,125.0,At-Risk
INV003347,201.0,At-Risk
INV003348,323.0,At-Risk
INV003349,286.0,At-Risk
INV003350,191.0,At-Risk
INV003351,86.0,At-Risk
INV003352,279.0,At-Risk
INV003353,14.0,Active
INV003354,248.0,At-Risk
INV003355,319.0,At-Risk
INV003356,104.0,At-Risk
INV003357,100.0,At-Risk
INV003358,,Active
INV003359,83.0,At-Risk
INV003360,163.0,At-Risk
INV003361,345.0,At-Risk
INV003362,34.0,Active
INV003363,175.0,At-Risk
INV003364,,Active
INV003365,,Active
INV003366,220.0,At-Risk
INV003368,,Active
INV003369,,Active
INV003370,206.0,At-Risk
INV003371,,Active
INV003372,118.0,At-Risk
INV003373,263.0,At-Risk
INV003374,128.0,At-Risk
INV003375,158.0,At-Risk
INV003376,199.0,At-Risk
INV003377,203.0,At-Risk
INV003379,268.0,At-Risk
INV003380,155.0,At-Risk
INV003381,243.0,At-Risk
INV003382,85.0,At-Risk
INV003383,269.0,At-Risk
INV003384,,Active
INV003385,,Active
INV003386,,Active
INV003387,131.0,At-Risk
INV003388,215.0,At-Risk
INV003389,69.0,At-Risk
INV003390,382.0,At-Risk
INV003391,193.0,At-Risk
INV003392,126.0,At-Risk
INV003393,178.0,At-Risk
INV003394,333.0,At-Risk
INV003395,192.0,At-Risk
INV003396,270.0,At-Risk
INV003397,113.0,At-Risk
INV003398,140.0,At-Risk
INV003399,261.0,At-Risk
INV003400,44.0,At-Risk
INV003401,79.0,At-Risk
INV003402,39.0,At-Risk
INV003403,116.0,At-Risk
INV003404,198.0,At-Risk
INV003405,186.0,At-Risk
INV003406,251.0,At-Risk
INV003407,146.0,At-Risk
INV003408,113.0,At-Risk
INV003409,127.0,At-Risk
INV003410,215.0,At-Risk
INV003411,213.0,At-Risk
INV003412,24.0,Active
INV003413,,Active
INV003414,405.0,At-Risk
INV003415,174.0,At-Risk
INV003416,,Active
INV003417,35.0,Active
INV003418,239.0,At-Risk
INV003419,200.0,At-Risk
INV003420,339.0,At-Risk
INV003421,39.0,At-Risk
INV003422,167.0,At-Risk
INV003423,303.0,At-Risk
INV003424,124.0,At-Risk
INV003425,137.0,At-Risk
INV003426,105.0,At-Risk
INV003427,266.0,At-Risk
INV003428,156.0,At-Risk
INV003429,194.0,At-Risk
INV003430,104.0,At-Risk
INV003431,152.0,At-Risk
INV003432,97.0,At-Risk
INV003433,76.0,At-Risk
INV003434,,Active
INV003435,140.0,At-Risk
INV003436,167.0,At-Risk
INV003437,226.0,At-Risk
INV003438,226.0,At-Risk
INV003439,29.0,Active
INV003440,,Active
INV003441,133.0,At-Risk
INV003442,96.0,At-Risk
INV003443,195.0,At-Risk
INV003444,355.0,At-Risk
INV003445,372.0,At-Risk
INV003446,185.0,At-Risk
INV003447,,Active
INV003448,200.0,At-Risk
INV003449,102.0,At-Risk
INV003450,158.0,At-Risk
INV003451,256.0,At-Risk
INV003452,47.0,At-Risk
INV003453,310.0,At-Risk
INV003454,102.0,At-Risk
INV003455,76.0,At-Risk
INV003456,184.0,At-Risk
INV003457,117.0,At-Risk
INV003458,206.0,At-Risk
INV003459,113.0,At-Risk
INV003460,104.0,At-Risk
INV003461,83.0,At-Risk
INV003462,134.0,At-Risk
INV003463,127.0,At-Risk
INV003464,255.0,At-Risk
INV003467,220.0,At-Risk
INV003468,269.0,At-Risk
INV003469,139.0,At-Risk
INV003470,175.0,At-Risk
INV003471,23.0,Active
INV003472,,Active
INV003473,213.0,At-Risk
INV003474,,Active
INV003475,155.0,At-Risk
INV003476,,Active
INV003477,210.0,At-Risk
INV003478,195.0,At-Risk
INV003479,164.0,At-Risk
INV003480,211.0,At-Risk
INV003481,,Active
INV003482,,Active
INV003483,172.0,At-Risk
INV003484,333.0,At-Risk
INV003485,248.0,At-Risk
INV003487,155.0,At-Risk
INV003488,464.0,At-Risk
INV003489,,Active
INV003490,191.0,At-Risk
INV003491,119.0,At-Risk
INV003492,162.0,At-Risk
INV003493,107.0,At-Risk
INV003494,201.0,At-Risk
INV003495,121.0,At-Risk
INV003496,218.0,At-Risk
INV003498,,Active
INV003499,286.0,At-Risk
INV003500,364.0,At-Risk
INV003501,154.0,At-Risk
INV003502,,Active
INV003503,224.0,At-Risk
INV003504,,Active
INV003505,99.0,At-Risk
INV003506,132.0,At-Risk
INV003507,178.0,At-Risk
INV003508,,Active
INV003509,149.0,At-Risk
INV003510,78.0,At-Risk
INV003511,183.0,At-Risk
INV003513,159.0,At-Risk
INV003514,172.0,At-Risk
INV003515,44.0,At-Risk
INV003516,324.0,At-Risk
INV003517,164.0,At-Risk
INV003518,157.0,At-Risk
INV003519,92.0,At-Risk
INV003520,270.0,At-Risk
INV003521,183.0,At-Risk
INV003522,,Active
INV003523,66.0,At-Risk
INV003524,203.0,At-Risk
INV003525,209.0,At-Risk
INV003526,224.0,At-Risk
INV003527,245.0,At-Risk
INV003528,186.0,At-Risk
INV003529,55.0,At-Risk
INV003530,101.0,At-Risk
INV003531,185.0,At-Risk
INV003532,151.0,At-Risk
INV003533,211.0,At-Risk
INV003534,160.0,At-Risk
INV003535,144.0,At-Risk
INV003536,153.0,At-Risk
INV003537,192.0,At-Risk
INV003538,,Active
INV003539,167.0,At-Risk
INV003540,56.0,At-Risk
INV003541,175.0,At-Risk
INV003542,,Active
INV003543,179.0,At-Risk
INV003544,270.0,At-Risk
INV003545,210.0,At-Risk
INV003546,126.0,At-Risk
INV003547,,Active
INV003548,41.0,At-Risk
INV003549,295.0,At-Risk
INV003550,,Active
INV003552,207.0,At-Risk
INV003553,143.0,At-Risk
INV003554,147.0,At-Risk
INV003555,46.0,At-Risk
INV003556,129.0,At-Risk
INV003557,156.0,At-Risk
INV003558,66.0,At-Risk
INV003559,118.0,At-Risk
INV003560,287.0,At-Risk
INV003561,209.0,At-Risk
INV003562,165.0,At-Risk
INV003563,153.0,At-Risk
INV003564,292.0,At-Risk
INV003565,183.0,At-Risk
INV003566,276.0,At-Risk
INV003567,187.0,At-Risk
INV003568,232.0,At-Risk
INV003569,144.0,At-Risk
INV003570,364.0,At-Risk
INV003571,112.0,At-Risk
INV003572,268.0,At-Risk
INV003573,53.0,At-Risk
INV003574,289.0,At-Risk
INV003575,284.0,At-Risk
INV003576,70.0,At-Risk
INV003577,213.0,At-Risk
INV003578,160.0,At-Risk
INV003579,69.0,At-Risk
INV003580,227.0,At-Risk
INV003581,95.0,At-Risk
INV003582,167.0,At-Risk
INV003583,144.0,At-Risk
INV003584,,Active
INV003585,,Active
INV003586,113.0,At-Risk
INV003587,180.0,At-Risk
INV003588,29.0,Active
INV003589,307.0,At-Risk
INV003590,193.0,At-Risk
INV003591,,Active
INV003592,202.0,At-Risk
INV003593,166.0,At-Risk
INV003594,217.0,At-Risk
INV003595,235.0,At-Risk
INV003597,241.0,At-Risk
INV003598,114.0,At-Risk
INV003599,100.0,At-Risk
INV003600,252.0,At-Risk
INV003601,118.0,At-Risk
INV003602,436.0,At-Risk
INV003603,308.0,At-Risk
INV003604,188.0,At-Risk
INV003605,224.0,At-Risk
INV003607,253.0,At-Risk
INV003608,197.0,At-Risk
INV003609,226.0,At-Risk
INV003610,,Active
INV003611,228.0,At-Risk
INV003612,116.0,At-Risk
INV003613,283.0,At-Risk
INV003614,167.0,At-Risk
INV003615,92.0,At-Risk
INV003616,152.0,At-Risk
INV003617,68.0,At-Risk
INV003618,,Active
INV003619,113.0,At-Risk
INV003620,261.0,At-Risk
INV003621,,Active
INV003622,,Active
INV003624,152.0,At-Risk
INV003625,168.0,At-Risk
INV003626,167.0,At-Risk
INV003627,152.0,At-Risk
INV003628,43.0,At-Risk
INV003629,,Active
INV003630,96.0,At-Risk
INV003631,,Active
INV003632,113.0,At-Risk
INV003633,119.0,At-Risk
INV003634,83.0,At-Risk
INV003635,95.0,At-Risk
INV003636,262.0,At-Risk
INV003637,280.0,At-Risk
INV003638,143.0,At-Risk
INV003639,232.0,At-Risk
INV003640,180.0,At-Risk
INV003641,219.0,At-Risk
INV003642,217.0,At-Risk
INV003643,228.0,At-Risk
INV003644,136.0,At-Risk
INV003645,257.0,At-Risk
INV003646,,Active
INV003647,75.0,At-Risk
INV003648,279.0,At-Risk
INV003649,195.0,At-Risk
INV003650,86.0,At-Risk
INV003651,81.0,At-Risk
INV003652,96.0,At-Risk
INV003653,159.0,At-Risk
INV003654,124.0,At-Risk
INV003655,198.0,At-Risk
INV003656,208.0,At-Risk
INV003657,,Active
INV003658,143.0,At-Risk
INV003659,69.0,At-Risk
INV003660,164.0,At-Risk
INV003661,147.0,At-Risk
INV003662,,Active
INV003663,69.0,At-Risk
INV003664,401.0,At-Risk
INV003665,280.0,At-Risk
INV003666,117.0,At-Risk
INV003667,,Active
INV003668,202.0,At-Risk
INV003669,98.0,At-Risk
INV003670,160.0,At-Risk
INV003671,295.0,At-Risk
INV003672,180.0,At-Risk
INV003673,160.0,At-Risk
INV003674,151.0,At-Risk
INV003675,150.0,At-Risk
INV003676,44.0,At-Risk
INV003677,268.0,At-Risk
INV003678,45.0,At-Risk
INV003680,176.0,At-Risk
INV003681,101.0,At-Risk
INV003682,87.0,At-Risk
INV003683,165.0,At-Risk
INV003684,229.0,At-Risk
INV003685,132.0,At-Risk
INV003686,328.0,At-Risk
INV003687,,Active
INV003688,,Active
INV003689,,Active
INV003690,193.0,At-Risk
INV003691,307.0,At-Risk
INV003692,28.0,Active
INV003693,234.0,At-Risk
INV003694,187.0,At-Risk
INV003695,157.0,At-Risk
INV003696,190.0,At-Risk
INV003697,163.0,At-Risk
INV003698,265.0,At-Risk
INV003699,127.0,At-Risk
INV003700,191.0,At-Risk
INV003701,,Active
INV003702,118.0,At-Risk
INV003703,135.0,At-Risk
INV003704,,Active
INV003705,152.0,At-Risk
INV003706,,Active
INV003707,152.0,At-Risk
INV003708,104.0,At-Risk
INV003709,181.0,At-Risk
INV003710,118.0,At-Risk
INV003711,145.0,At-Risk
INV003712,163.0,At-Risk
INV003713,161.0,At-Risk
INV003714,,Active
INV003716,225.0,At-Risk
INV003717,291.0,At-Risk
INV003718,284.0,At-Risk
INV003719,108.0,At-Risk
INV003720,116.0,At-Risk
INV003721,360.0,At-Risk
INV003722,135.0,At-Risk
INV003723,124.0,At-Risk
INV003724,169.0,At-Risk
INV003725,339.0,At-Risk
INV003726,144.0,At-Risk
INV003727,386.0,At-Risk
INV003728,4.0,Active
INV003729,,Active
INV003730,223.0,At-Risk
INV003731,268.0,At-Risk
INV003732,211.0,At-Risk
INV003733,174.0,At-Risk
INV003734,290.0,At-Risk
INV003735,104.0,At-Risk
INV003736,120.0,At-Risk
INV003737,249.0,At-Risk
INV003738,117.0,At-Risk
INV003739,51.0,At-Risk
INV003740,172.0,At-Risk
INV003741,159.0,At-Risk
INV003742,150.0,At-Risk
INV003743,121.0,At-Risk
INV003744,187.0,At-Risk
INV003745,183.0,At-Risk
INV003747,189.0,At-Risk
INV003748,182.0,At-Risk
INV003749,118.0,At-Risk
INV003750,370.0,At-Risk
INV003751,232.0,At-Risk
INV003752,145.0,At-Risk
INV003753,134.0,At-Risk
INV003755,154.0,At-Risk
INV003756,210.0,At-Risk
INV003757,156.0,At-Risk
INV003758,112.0,At-Risk
INV003759,,Active
INV003760,200.0,At-Risk
INV003761,150.0,At-Risk
INV003762,191.0,At-Risk
INV003763,168.0,At-Risk
INV003764,,Active
INV003765,192.0,At-Risk
INV003766,192.0,At-Risk
INV003767,125.0,At-Risk
INV003768,323.0,At-Risk
INV003769,17.0,Active
INV003770,,Active
INV003771,130.0,At-Risk
INV003772,72.0,At-Risk
INV003773,122.0,At-Risk
INV003774,,Active
INV003775,151.0,At-Risk
INV003776,,Active
INV003777,,Active
INV003778,156.0,At-Risk
INV003779,160.0,At-Risk
INV003780,135.0,At-Risk
INV003781,199.0,At-Risk
INV003782,192.0,At-Risk
INV003783,73.0,At-Risk
INV003784,,Active
INV003785,160.0,At-Risk
INV003786,46.0,At-Risk
INV003787,178.0,At-Risk
INV003788,145.0,At-Risk
INV003789,328.0,At-Risk
INV003791,140.0,At-Risk
INV003792,98.0,At-Risk
INV003793,203.0,At-Risk
INV003794,236.0,At-Risk
INV003795,122.0,At-Risk
INV003796,,Active
INV003797,74.0,At-Risk
INV003798,105.0,At-Risk
INV003799,133.0,At-Risk
INV003800,330.0,At-Risk
INV003801,208.0,At-Risk
INV003802,,Active
INV003803,48.0,At-Risk
INV003804,97.0,At-Risk
INV003805,185.0,At-Risk
INV003806,337.0,At-Risk
INV003807,,Active
INV003808,45.0,At-Risk
INV003809,84.0,At-Risk
INV003810,253.0,At-Risk
INV003811,141.0,At-Risk
INV003812,174.0,At-Risk
INV003813,122.0,At-Risk
INV003814,164.0,At-Risk
INV003815,217.0,At-Risk
INV003816,13.0,Active
INV003817,119.0,At-Risk
INV003818,248.0,At-Risk
INV003819,118.0,At-Risk
INV003820,379.0,At-Risk
INV003821,151.0,At-Risk
INV003822,128.0,At-Risk
INV003823,154.0,At-Risk
INV003824,196.0,At-Risk
INV003825,99.0,At-Risk
INV003826,,Active
INV003827,,Active
INV003828,109.0,At-Risk
INV003829,159.0,At-Risk
INV003830,115.0,At-Risk
INV003831,,Active
INV003832,187.0,At-Risk
INV003833,121.0,At-Risk
INV003834,123.0,At-Risk
INV003835,147.0,At-Risk
INV003836,123.0,At-Risk
INV003837,,Active
INV003839,139.0,At-Risk
INV003840,66.0,At-Risk
INV003842,,Active
INV003844,197.0,At-Risk
INV003845,132.0,At-Risk
INV003846,329.0,At-Risk
INV003847,66.0,At-Risk
INV003848,183.0,At-Risk
INV003849,146.0,At-Risk
INV003850,,Active
INV003851,121.0,At-Risk
INV003852,273.0,At-Risk
INV003853,391.0,At-Risk
INV003854,185.0,At-Risk
INV003855,66.0,At-Risk
INV003856,156.0,At-Risk
INV003857,,Active
INV003858,209.0,At-Risk
INV003859,100.0,At-Risk
INV003860,72.0,At-Risk
INV003862,184.0,At-Risk
INV003863,471.0,At-Risk
INV003864,197.0,At-Risk
INV003865,235.0,At-Risk
INV003866,,Active
INV003867,156.0,At-Risk
INV003868,264.0,At-Risk
INV003869,210.0,At-Risk
INV003871,,Active
INV003872,85.0,At-Risk
INV003873,215.0,At-Risk
INV003874,30.0,Active
INV003875,,Active
INV003876,160.0,At-Risk
INV003877,207.0,At-Risk
INV003878,108.0,At-Risk
INV003879,243.0,At-Risk
INV003880,193.0,At-Risk
INV003881,,Active
INV003882,332.0,At-Risk
INV003883,102.0,At-Risk
INV003884,33.0,Active
INV003885,281.0,At-Risk
INV003886,,Active
INV003887,332.0,At-Risk
INV003888,141.0,At-Risk
INV003889,,Active
INV003891,94.0,At-Risk
INV003892,114.0,At-Risk
INV003893,308.0,At-Risk
INV003894,162.0,At-Risk
INV003895,,Active
INV003896,255.0,At-Risk
INV003897,144.0,At-Risk
INV003898,386.0,At-Risk
INV003899,262.0,At-Risk
INV003900,92.0,At-Risk
INV003901,228.0,At-Risk
INV003902,186.0,At-Risk
INV003903,130.0,At-Risk
INV003904,162.0,At-Risk
INV003905,103.0,At-Risk
INV003906,115.0,At-Risk
INV003907,98.0,At-Risk
INV003908,91.0,At-Risk
INV003909,147.0,At-Risk
INV003910,80.0,At-Risk
INV003911,244.0,At-Risk
INV003912,195.0,At-Risk
INV003913,136.0,At-Risk
INV003914,,Active
INV003915,,Active
INV003916,114.0,At-Risk
INV003917,294.0,At-Risk
INV003918,179.0,At-Risk
INV003919,315.0,At-Risk
INV003920,132.0,At-Risk
INV003921,90.0,At-Risk
INV003923,,Active
INV003924,231.0,At-Risk
INV003925,236.0,At-Risk
INV003926,214.0,At-Risk
INV003927,,Active
INV003928,281.0,At-Risk
INV003931,258.0,At-Risk
INV003932,175.0,At-Risk
INV003933,,Active
INV003934,82.0,At-Risk
INV003935,,Active
INV003936,227.0,At-Risk
INV003937,94.0,At-Risk
INV003938,110.0,At-Risk
INV003939,159.0,At-Risk
INV003940,151.0,At-Risk
INV003941,284.0,At-Risk
INV003942,181.0,At-Risk
INV003943,88.0,At-Risk
INV003944,,Active
INV003945,175.0,At-Risk
INV003946,147.0,At-Risk
INV003947,125.0,At-Risk
INV003948,101.0,At-Risk
INV003949,178.0,At-Risk
INV003950,141.0,At-Risk
INV003951,189.0,At-Risk
INV003952,95.0,At-Risk
INV003953,153.0,At-Risk
INV003954,192.0,At-Risk
INV003955,213.0,At-Risk
INV003956,316.0,At-Risk
INV003957,187.0,At-Risk
INV003958,133.0,At-Risk
INV003959,,Active
INV003960,166.0,At-Risk
INV003961,177.0,At-Risk
INV003962,302.0,At-Risk
INV003963,70.0,At-Risk
INV003964,130.0,At-Risk
INV003965,,Active
INV003966,38.0,At-Risk
INV003967,328.0,At-Risk
INV003968,209.0,At-Risk
INV003969,175.0,At-Risk
INV003970,108.0,At-Risk
INV003971,154.0,At-Risk
INV003972,224.0,At-Risk
INV003973,128.0,At-Risk
INV003974,205.0,At-Risk
INV003975,125.0,At-Risk
INV003976,224.0,At-Risk
INV003977,149.0,At-Risk
INV003978,209.0,At-Risk
INV003979,123.0,At-Risk
INV003980,94.0,At-Risk
INV003981,237.0,At-Risk
INV003982,15.0,Active
INV003984,40.0,At-Risk
INV003985,191.0,At-Risk
INV003986,241.0,At-Risk
INV003987,96.0,At-Risk
INV003988,,Active
INV003989,159.0,At-Risk
INV003990,,Active
INV003991,286.0,At-Risk
INV003992,113.0,At-Risk
INV003993,170.0,At-Risk
INV003994,,Active
INV003995,229.0,At-Risk
INV003996,244.0,At-Risk
INV003997,205.0,At-Risk
INV003998,219.0,At-Risk
INV003999,,Active
INV004000,,Active
INV004001,123.0,At-Risk
INV004002,,Active
INV004003,215.0,At-Risk
INV004004,88.0,At-Risk
INV004005,314.0,At-Risk
INV004006,78.0,At-Risk
INV004007,102.0,At-Risk
INV004008,196.0,At-Risk
INV004009,87.0,At-Risk
INV004011,192.0,At-Risk
INV004012,208.0,At-Risk
INV004014,182.0,At-Risk
INV004015,190.0,At-Risk
INV004016,119.0,At-Risk
INV004017,85.0,At-Risk
INV004018,144.0,At-Risk
INV004019,229.0,At-Risk
INV004020,,Active
INV004021,,Active
INV004022,,Active
INV004023,93.0,At-Risk
INV004024,306.0,At-Risk
INV004025,269.0,At-Risk
INV004026,249.0,At-Risk
INV004027,173.0,At-Risk
INV004028,205.0,At-Risk
INV004029,,Active
INV004030,149.0,At-Risk
INV004031,72.0,At-Risk
INV004032,217.0,At-Risk
INV004033,122.0,At-Risk
INV004034,,Active
INV004035,118.0,At-Risk
INV004036,,Active
INV004037,137.0,At-Risk
INV004038,207.0,At-Risk
INV004039,198.0,At-Risk
INV004040,131.0,At-Risk
INV004041,172.0,At-Risk
INV004042,,Active
INV004043,231.0,At-Risk
INV004044,123.0,At-Risk
INV004045,128.0,At-Risk
INV004046,151.0,At-Risk
INV004047,,Active
INV004048,,Active
INV004049,83.0,At-Risk
INV004050,167.0,At-Risk
INV004051,127.0,At-Risk
INV004052,309.0,At-Risk
INV004053,,Active
INV004054,,Active
INV004055,,Active
INV004056,214.0,At-Risk
INV004057,,Active
INV004058,244.0,At-Risk
INV004059,345.0,At-Risk
INV004060,,Active
INV004061,152.0,At-Risk
INV004062,386.0,At-Risk
INV004063,167.0,At-Risk
INV004064,215.0,At-Risk
INV004065,,Active
INV004066,319.0,At-Risk
INV004067,152.0,At-Risk
INV004068,153.0,At-Risk
INV004069,196.0,At-Risk
INV004070,170.0,At-Risk
INV004071,205.0,At-Risk
INV004072,,Active
INV004073,148.0,At-Risk
INV004074,54.0,At-Risk
INV004075,256.0,At-Risk
INV004076,186.0,At-Risk
INV004077,102.0,At-Risk
INV004078,189.0,At-Risk
INV004079,164.0,At-Risk
INV004080,185.0,At-Risk
INV004081,411.0,At-Risk
INV004082,59.0,At-Risk
INV004083,,Active
INV004084,12.0,Active
INV004085,260.0,At-Risk
INV004086,,Active
INV004088,,Active
INV004089,294.0,At-Risk
INV004090,75.0,At-Risk
INV004091,240.0,At-Risk
INV004092,,Active
INV004093,,Active
INV004094,167.0,At-Risk
INV004095,335.0,At-Risk
INV004096,160.0,At-Risk
INV004097,245.0,At-Risk
INV004098,87.0,At-Risk
INV004099,174.0,At-Risk
INV004100,22.0,Active
INV004101,,Active
INV004102,124.0,At-Risk
INV004103,,Active
INV004104,148.0,At-Risk
INV004105,155.0,At-Risk
INV004106,151.0,At-Risk
INV004107,11.0,Active
INV004108,165.0,At-Risk
INV004109,197.0,At-Risk
INV004110,32.0,Active
INV004111,,Active
INV004112,112.0,At-Risk
INV004113,104.0,At-Risk
INV004114,76.0,At-Risk
INV004115,111.0,At-Risk
INV004116,117.0,At-Risk
INV004117,75.0,At-Risk
INV004118,161.0,At-Risk
INV004119,237.0,At-Risk
INV004120,173.0,At-Risk
INV004121,185.0,At-Risk
INV004122,136.0,At-Risk
INV004123,138.0,At-Risk
INV004124,193.0,At-Risk
INV004125,142.0,At-Risk
INV004126,,Active
INV004127,190.0,At-Risk
INV004128,156.0,At-Risk
INV004129,175.0,At-Risk
INV004130,180.0,At-Risk
INV004131,230.0,At-Risk
INV004132,135.0,At-Risk
INV004133,188.0,At-Risk
INV004134,54.0,At-Risk
INV004135,164.0,At-Risk
INV004137,45.0,At-Risk
INV004138,148.0,At-Risk
INV004139,317.0,At-Risk
INV004140,470.0,At-Risk
INV004142,236.0,At-Risk
INV004143,280.0,At-Risk
INV004144,82.0,At-Risk
INV004145,144.0,At-Risk
INV004146,253.0,At-Risk
INV004147,136.0,At-Risk
INV004148,186.0,At-Risk
INV004149,130.0,At-Risk
INV004151,197.0,At-Risk
INV004152,131.0,At-Risk
INV004153,125.0,At-Risk
INV004154,90.0,At-Risk
INV004155,,Active
INV004156,,Active
INV004157,235.0,At-Risk
INV004158,,Active
INV004159,188.0,At-Risk
INV004160,358.0,At-Risk
INV004161,260.0,At-Risk
INV004162,300.0,At-Risk
INV004163,161.0,At-Risk
INV004164,76.0,At-Risk
INV004165,212.0,At-Risk
INV004166,102.0,At-Risk
INV004167,,Active
INV004168,74.0,At-Risk
INV004169,184.0,At-Risk
INV004170,,Active
INV004171,79.0,At-Risk
INV004172,196.0,At-Risk
INV004173,322.0,At-Risk
INV004174,195.0,At-Risk
INV004175,133.0,At-Risk
INV004176,,Active
INV004177,117.0,At-Risk
INV004178,285.0,At-Risk
INV004179,129.0,At-Risk
INV004180,13.0,Active
